N,
2.97718,0.143466
2.98347,0.1392772
2.99394,0.1392772
3.00127,0.1371828
3.0065,0.132994
3.0065,0.1298524
3.0086,0.1277582
3.03687,0.13823
3.05886,0.13823
3.06096,0.1361356
3.06096,0.1340412
3.06305,0.1308996
3.06305,0.1256638
3.07562,0.121475
3.07981,0.1172862
3.07981,0.1036726
3.07248,0.0994838
3.06515,0.0911062
3.06515,0.079587
3.07667,0.074351
3.08923,0.0722566
3.09342,0.069115
3.09552,0.0649262
3.09866,0.0649262
3.11541,0.069115
3.13531,0.069115
3.13636,0.0701622
3.13636,0.0733038
3.12693,0.0837758
3.12588,0.0879646
3.12065,0.0942478
3.1196,0.0963422
3.1196,0.1036726
3.11855,0.1047198
3.11855,0.1078614
3.11437,0.1151918
3.10285,0.126711
3.08923,0.1319468
3.08504,0.1350884
3.08504,0.1403244
3.08714,0.1424188
3.08714,0.1455604
3.08086,0.1497492
3.08086,0.1633628
3.09761,0.16441
3.1018,0.1602212
3.11018,0.1602212
3.11332,0.1633628
3.1217,0.1633628
3.12903,0.1612684
3.14055,0.153938
3.14159,0.153938
S,
-3.14159,-0.0450294
-3.13531,-0.048171
-3.12588,-0.0471238
-3.12379,-0.0450294
-3.11541,-0.0450294
-3.10494,-0.0345576
-3.09028,-0.0345576
-3.08504,-0.0303688
-3.07981,-0.0387464
-3.06934,-0.0408408
-3.0641,-0.0492182
-3.05991,-0.0492182
-3.05468,-0.0523598
-3.04211,-0.0523598
-3.03792,-0.048171
-3.03792,-0.0460766
-3.03583,-0.042935
-3.03583,-0.0293216
-3.03268,-0.0240856
-3.0285,-0.0230384
-3.02116,-0.0303688
-3.00965,-0.0303688
-3.00441,-0.0251328
-3.00022,-0.01884956
-3.00022,-0.01675516
-2.99708,-0.01361356
-2.98137,-0.01256638
-2.97614,-0.01047198
-2.97195,-0.00628318
-2.96881,-0.00628318
-2.96566,-0.0041888
-2.94577,-0.0041888
-2.93948,0
-2.93739,0
-2.93215,-0.00628318
-2.93215,-0.00942478
-2.93006,-0.01151918
-2.93006,-0.01361356
-2.92901,-0.01466076
-2.92901,-0.01989676
-2.93215,-0.0219912
-2.94786,-0.02618
-2.95519,-0.0335104
-2.95519,-0.036652
-2.95729,-0.0397936
-2.95833,-0.0471238
-2.95938,-0.048171
-2.95938,-0.0565486
-2.95519,-0.0617846
-2.95414,-0.063879
-2.95414,-0.0670206
-2.951,-0.0722566
-2.951,-0.0785398
-2.9531,-0.0816814
-2.9531,-0.084823
-2.95519,-0.0879646
-2.95519,-0.0921534
-2.95414,-0.0932006
-2.94367,-0.0932006
-2.92587,-0.0890118
-2.91749,-0.084823
-2.90493,-0.0712094
-2.89864,-0.069115
-2.89341,-0.0701622
-2.88503,-0.0785398
-2.88084,-0.079587
-2.87456,-0.0837758
-2.85885,-0.0869174
-2.83267,-0.0869174
-2.82639,-0.090059
-2.81487,-0.090059
-2.81382,-0.0890118
-2.81382,-0.0869174
-2.81801,-0.079587
-2.81801,-0.0659734
-2.81906,-0.0649262
-2.8201,-0.0596902
-2.82429,-0.0544542
-2.82429,-0.0523598
-2.82534,-0.0513126
-2.82534,-0.048171
-2.82429,-0.0471238
-2.82429,-0.041888
-2.82848,-0.036652
-2.82848,-0.02618
-2.82324,-0.020944
-2.8201,-0.01989676
-2.81801,-0.020944
-2.81591,-0.0251328
-2.81591,-0.0492182
-2.81173,-0.053407
-2.80963,-0.058643
-2.79706,-0.0701622
-2.79497,-0.0701622
-2.78869,-0.0753982
-2.77403,-0.0753982
-2.76565,-0.0659734
-2.76565,-0.0596902
-2.76355,-0.0575958
-2.76355,-0.0523598
-2.7646,-0.0502654
-2.75937,-0.0450294
-2.75727,-0.0397936
-2.75727,-0.0335104
-2.75832,-0.0324632
-2.75832,-0.0282744
-2.76041,-0.02618
-2.76041,-0.01989676
-2.76355,-0.01570796
-2.78869,-0.00733038
-2.79288,-0.0041888
-2.79288,0.0031416
-2.7845,0.00628318
-2.77298,0.01466076
-2.76146,0.01675516
-2.75832,0.01884956
-2.73737,0.01884956
-2.73633,0.01780236
-2.73947,0.01466076
-2.7468,0.00942478
-2.75099,0.00837758
-2.75413,0.00523598
-2.75413,-0.00628318
-2.74575,-0.01361356
-2.74261,-0.020944
-2.74261,-0.0376992
-2.74575,-0.042935
-2.74575,-0.0492182
-2.7468,-0.0502654
-2.7468,-0.0617846
-2.74575,-0.0628318
-2.7468,-0.0827286
-2.73737,-0.0921534
-2.73214,-0.095295
-2.72586,-0.105767
-2.72271,-0.1089086
-2.71329,-0.111003
-2.71119,-0.1130974
-2.69653,-0.1151918
-2.68397,-0.1235694
-2.67978,-0.1235694
-2.67664,-0.1256638
-2.66512,-0.1256638
-2.65465,-0.1193806
-2.65465,-0.1099558
-2.65255,-0.1078614
-2.65255,-0.105767
-2.6515,-0.1047198
-2.6515,-0.100531
-2.64941,-0.0973894
-2.64941,-0.0932006
-2.64836,-0.0921534
-2.64836,-0.0879646
-2.64627,-0.084823
-2.64627,-0.0816814
-2.64417,-0.0785398
-2.64417,-0.0764454
-2.63789,-0.0712094
-2.63789,-0.0617846
-2.63894,-0.0607374
-2.63894,-0.0575958
-2.63789,-0.0565486
-2.63789,-0.042935
-2.63999,-0.0397936
-2.63999,-0.036652
-2.64103,-0.0356048
-2.64103,-0.0282744
-2.64732,-0.01884956
-2.65465,-0.01151918
-2.66407,-0.00733038
-2.67664,0.00733038
-2.6892,0.01256638
-2.69444,0.01780236
-2.69653,0.0219912
-2.70701,0.0303688
-2.71643,0.0303688
-2.71852,0.0324632
-2.72586,0.0345576
-2.73737,0.0450294
-2.73737,0.0492182
-2.72167,0.0502654
-2.71643,0.048171
-2.68397,0.048171
-2.66198,0.0680678
-2.65046,0.0722566
-2.64627,0.0764454
-2.63789,0.0764454
-2.6358,0.0722566
-2.6358,0.0670206
-2.64313,0.0596902
-2.64313,0.0502654
-2.64417,0.0492182
-2.64417,0.0376992
-2.63684,0.0293216
-2.63684,0.02618
-2.63056,0.01884956
-2.62951,0.01361356
-2.62532,0.00733038
-2.62532,0.001047198
-2.62637,0
-2.62742,-0.00628318
-2.62847,-0.00733038
-2.62847,-0.02618
-2.62323,-0.0324632
-2.62009,-0.0324632
-2.61695,-0.0345576
-2.61276,-0.0345576
-2.60752,-0.0303688
-2.60647,-0.031416
-2.60647,-0.0335104
-2.60752,-0.0345576
-2.60752,-0.041888
-2.60647,-0.042935
-2.59286,-0.042935
-2.58972,-0.0397936
-2.58867,-0.0335104
-2.58658,-0.0282744
-2.58344,-0.0251328
-2.58029,-0.0251328
-2.57087,-0.01361356
-2.56773,-0.01256638
-2.55307,0.0020944
-2.55097,0.00628318
-2.54678,0.00942478
-2.54469,0.01466076
-2.54469,0.01675516
-2.54155,0.020944
-2.54155,0.0240856
-2.53212,0.036652
-2.53212,0.0460766
-2.53108,0.0471238
-2.53108,0.0523598
-2.53003,0.053407
-2.53003,0.0701622
-2.53212,0.0733038
-2.53212,0.0764454
-2.53631,0.0827286
-2.53422,0.0858702
-2.53422,0.1015782
-2.53108,0.1026254
-2.52375,0.0994838
-2.51851,0.0932006
-2.51851,0.0774926
-2.51642,0.0733038
-2.51642,0.0659734
-2.51432,0.0617846
-2.51432,0.0450294
-2.51642,0.042935
-2.51642,0.0397936
-2.5206,0.0345576
-2.5206,0.031416
-2.52165,0.0303688
-2.5227,0.0251328
-2.52479,0.0219912
-2.52479,0.01570796
-2.52584,0.01466076
-2.52584,0.01047198
-2.52898,0.0041888
-2.52898,0.0020944
-2.53527,-0.00942478
-2.53841,-0.01256638
-2.53841,-0.01466076
-2.55097,-0.0303688
-2.55097,-0.0324632
-2.55307,-0.0356048
-2.55307,-0.0376992
-2.55516,-0.0408408
-2.55516,-0.0439822
-2.56145,-0.0555014
-2.56145,-0.0607374
-2.56249,-0.0617846
-2.56354,-0.0670206
-2.56878,-0.0722566
-2.57401,-0.0806342
-2.57401,-0.0984366
-2.57192,-0.1026254
-2.55411,-0.1204278
-2.51956,-0.1235694
-2.51537,-0.1193806
-2.51432,-0.116239
-2.5049,-0.1068142
-2.50385,-0.1036726
-2.49966,-0.0994838
-2.49861,-0.0963422
-2.49442,-0.0921534
-2.49233,-0.0879646
-2.48605,-0.0816814
-2.47872,-0.0816814
-2.47453,-0.084823
-2.46196,-0.0858702
-2.45777,-0.090059
-2.45777,-0.0921534
-2.45568,-0.0942478
-2.45044,-0.0942478
-2.44521,-0.0973894
-2.43369,-0.0973894
-2.4274,-0.1026254
-2.42007,-0.1026254
-2.40646,-0.0942478
-2.40646,-0.0869174
-2.40332,-0.0806342
-2.40332,-0.0753982
-2.39913,-0.0712094
-2.39494,-0.0701622
-2.3918,-0.0670206
-2.3918,-0.0628318
-2.39494,-0.0555014
-2.39389,-0.053407
-2.39075,-0.0565486
-2.38761,-0.0565486
-2.38447,-0.058643
-2.38237,-0.0607374
-2.38237,-0.0628318
-2.37819,-0.0670206
-2.37609,-0.0670206
-2.374,-0.069115
-2.374,-0.0712094
-2.36876,-0.0753982
-2.35201,-0.0753982
-2.34782,-0.0764454
-2.34572,-0.0785398
-2.3363,-0.0785398
-2.33211,-0.0764454
-2.31954,-0.074351
-2.31116,-0.0649262
-2.31012,-0.0628318
-2.31012,-0.0596902
-2.30698,-0.0555014
-2.30279,-0.0513126
-2.2986,-0.0502654
-2.29127,-0.042935
-2.29127,-0.0387464
-2.29022,-0.0376992
-2.29022,-0.031416
-2.28917,-0.0303688
-2.28917,-0.0251328
-2.28813,-0.0240856
-2.28813,-0.0219912
-2.27975,-0.01466076
-2.27765,-0.01466076
-2.27451,-0.01780236
-2.27451,-0.0272272
-2.26718,-0.0324632
-2.26718,-0.0356048
-2.26614,-0.0376992
-2.26299,-0.0408408
-2.25462,-0.0439822
-2.24624,-0.0439822
-2.2431,-0.0408408
-2.22948,-0.0408408
-2.21796,-0.0356048
-2.21482,-0.036652
-2.21168,-0.0324632
-2.20435,-0.031416
-2.19807,-0.0272272
-2.18969,-0.0272272
-2.18236,-0.0345576
-2.17293,-0.0345576
-2.16979,-0.0335104
-2.16456,-0.0282744
-2.16456,-0.0020944
-2.16246,0.0020944
-2.15618,0.00837758
-2.14885,0.00942478
-2.14466,0.01361356
-2.14047,0.01361356
-2.13942,0.01256638
-2.13942,0.00837758
-2.15304,-0.00628318
-2.15304,-0.01675516
-2.15409,-0.01780236
-2.15409,-0.0219912
-2.15723,-0.0251328
-2.15723,-0.0303688
-2.15618,-0.031416
-2.12686,-0.031416
-2.12267,-0.0356048
-2.11639,-0.0356048
-2.1122,-0.031416
-2.1122,-0.01466076
-2.11429,-0.01151918
-2.11639,-0.0031416
-2.10801,0.0031416
-2.10173,0.0031416
-2.10068,0.0020944
-2.10068,0
-2.10173,-0.001047198
-2.10173,-0.0240856
-2.10591,-0.0303688
-2.10591,-0.0324632
-2.10801,-0.0356048
-2.10801,-0.0387464
-2.10591,-0.0408408
-2.09021,-0.041888
-2.08078,-0.0356048
-2.07869,-0.0356048
-2.07345,-0.0303688
-2.07136,-0.0303688
-2.06926,-0.0282744
-2.06926,-0.0251328
-2.07764,-0.01570796
-2.07973,-0.01151918
-2.07973,-0.0031416
-2.07031,0.0031416
-2.05041,0.00523598
-2.04518,0.0020944
-2.04518,-0.00837758
-2.05041,-0.01675516
-2.05041,-0.020944
-2.0546,-0.0240856
-2.0546,-0.0282744
-2.05146,-0.0324632
-2.04413,-0.0324632
-2.03994,-0.0303688
-2.0347,-0.0251328
-2.03156,-0.031416
-2.03156,-0.048171
-2.02528,-0.0513126
-2.01062,-0.0513126
-2.00643,-0.0471238
-2.00643,-0.0387464
-2.00957,-0.0356048
-2.01167,-0.031416
-2.01167,-0.0293216
-2.01271,-0.0282744
-2.01271,-0.0240856
-2.01481,-0.020944
-2.01481,-0.01884956
-2.01795,-0.01570796
-2.019,-0.01151918
-2.02109,-0.00942478
-2.02109,-0.00628318
-2.02004,-0.00523598
-2.00434,-0.00837758
-2.00119,-0.01151918
-2.00119,-0.01675516
-1.9991,-0.01884956
-1.98863,-0.020944
-1.98339,-0.0240856
-1.97711,-0.0303688
-1.97292,-0.0303688
-1.96873,-0.02618
-1.96873,-0.01884956
-1.97501,-0.01151918
-1.97292,-0.00837758
-1.96245,-0.00628318
-1.95407,-0.0020944
-1.95093,0.001047198
-1.94988,0.0041888
-1.94569,0.00733038
-1.92999,0.00942478
-1.92894,0.00837758
-1.93208,0.0041888
-1.93208,0.0020944
-1.94046,-0.00733038
-1.94465,-0.01361356
-1.94779,-0.020944
-1.95198,-0.0251328
-1.95198,-0.0272272
-1.95093,-0.0282744
-1.94569,-0.0293216
-1.9436,-0.0324632
-1.94465,-0.036652
-1.94988,-0.0439822
-1.94988,-0.058643
-1.9436,-0.0659734
-1.91847,-0.0649262
-1.91114,-0.0680678
-1.89752,-0.069115
-1.89333,-0.0649262
-1.89124,-0.0607374
-1.89124,-0.0575958
-1.88496,-0.0513126
-1.88391,-0.0471238
-1.87553,-0.0387464
-1.87239,-0.0376992
-1.86925,-0.0408408
-1.85668,-0.0408408
-1.8483,-0.0335104
-1.8483,-0.0240856
-1.85459,-0.01780236
-1.86715,-0.01361356
-1.87658,-0.01361356
-1.88286,-0.00837758
-1.89019,-0.00628318
-1.89543,0
-1.89019,0.0020944
-1.86715,0
-1.86401,0.0031416
-1.85878,0.00523598
-1.85459,0.01047198
-1.84726,0.01361356
-1.84097,0.01989676
-1.83364,0.0240856
-1.82841,0.02618
-1.82317,0.0251328
-1.82212,0.02618
-1.82212,0.031416
-1.82317,0.0324632
-1.83364,0.0293216
-1.84202,0.0240856
-1.84411,0.0251328
-1.84307,0.02618
-1.84307,0.031416
-1.84097,0.0356048
-1.83783,0.0387464
-1.8305,0.0397936
-1.82841,0.041888
-1.82317,0.041888
-1.82108,0.036652
-1.81479,0.031416
-1.80851,0.0293216
-1.80327,0.0240856
-1.80327,0.0219912
-1.80118,0.01884956
-1.78966,0.00942478
-1.76558,0.01047198
-1.76139,0.01466076
-1.76139,0.01675516
-1.76034,0.01780236
-1.75301,0.0230384
-1.74673,0.0240856
-1.73835,0.0230384
-1.7394,0.01989676
-1.74149,0.01780236
-1.75091,0.01361356
-1.75406,0.01047198
-1.7551,0.0041888
-1.75615,0.0031416
-1.75615,-0.0031416
-1.75196,-0.00733038
-1.74568,-0.00942478
-1.74673,-0.01047198
-1.74673,-0.01570796
-1.74777,-0.01675516
-1.75196,-0.01361356
-1.76558,-0.01361356
-1.76767,-0.01675516
-1.76767,-0.020944
-1.76872,-0.0219912
-1.76872,-0.0356048
-1.76767,-0.036652
-1.76767,-0.0387464
-1.77709,-0.0397936
-1.79594,-0.0544542
-1.79594,-0.0733038
-1.80223,-0.0806342
-1.80223,-0.0837758
-1.80327,-0.084823
-1.80327,-0.0890118
-1.80432,-0.090059
-1.80432,-0.0963422
-1.80013,-0.100531
-1.78442,-0.1047198
-1.74987,-0.105767
-1.74358,-0.111003
-1.73102,-0.111003
-1.72473,-0.1047198
-1.72159,-0.0973894
-1.7174,-0.0921534
-1.7174,-0.0869174
-1.71845,-0.0858702
-1.71845,-0.0816814
-1.7373,-0.0628318
-1.7373,-0.0607374
-1.7394,-0.058643
-1.74044,-0.0555014
-1.74463,-0.0513126
-1.74463,-0.048171
-1.74568,-0.0471238
-1.74463,-0.0450294
-1.73206,-0.0460766
-1.72055,-0.0575958
-1.70693,-0.058643
-1.70588,-0.0596902
-1.70588,-0.0628318
-1.70379,-0.0670206
-1.69855,-0.069115
-1.69541,-0.0722566
-1.68389,-0.074351
-1.67342,-0.074351
-1.66819,-0.0722566
-1.6619,-0.0659734
-1.66086,-0.0617846
-1.65352,-0.0555014
-1.65352,-0.0471238
-1.65771,-0.0397936
-1.65771,-0.0345576
-1.65876,-0.0335104
-1.65876,-0.02618
-1.66504,-0.020944
-1.67447,-0.020944
-1.67761,-0.0230384
-1.69332,-0.0240856
-1.70484,-0.0345576
-1.71217,-0.02618
-1.71217,-0.0230384
-1.71426,-0.020944
-1.71426,-0.01780236
-1.71322,-0.01675516
-1.70274,-0.01361356
-1.68075,-0.0031416
-1.67866,-0.001047198
-1.67866,0.001047198
-1.67447,0.00837758
-1.67028,0.01256638
-1.664,0.01361356
-1.6619,0.01570796
-1.64934,0.01466076
-1.64934,0.01151918
-1.65143,0.00942478
-1.65143,-0.0031416
-1.64724,-0.00628318
-1.63782,-0.00837758
-1.63153,-0.00837758
-1.62734,-0.00628318
-1.6263,-0.00733038
-1.6263,-0.01570796
-1.62525,-0.01675516
-1.61164,-0.01675516
-1.60954,-0.01466076
-1.60954,-0.0041888
-1.60535,0
-1.60012,0.0020944
-1.58022,0.01989676
-1.57603,0.01570796
-1.57917,0.01047198
-1.59174,-0.001047198
-1.59174,-0.00837758
-1.58755,-0.01151918
-1.57917,-0.01361356
-1.56032,-0.01361356
-1.55823,-0.01780236
-1.55404,-0.01780236
-1.54985,-0.01361356
-1.54985,-0.0031416
-1.54881,-0.0020944
-1.54881,0.00523598
-1.54462,0.00837758
-1.53414,0.00628318
-1.5331,0.00523598
-1.53624,0
-1.53624,-0.01780236
-1.52577,-0.0272272
-1.52577,-0.0303688
-1.52472,-0.031416
-1.52472,-0.0376992
-1.52263,-0.0397936
-1.52053,-0.0450294
-1.52158,-0.0513126
-1.52367,-0.0555014
-1.52367,-0.0670206
-1.52681,-0.0712094
-1.54147,-0.0722566
-1.55509,-0.069115
-1.56556,-0.079587
-1.57394,-0.0911062
-1.57499,-0.0932006
-1.57499,-0.1036726
-1.56661,-0.1120502
-1.56347,-0.1120502
-1.56137,-0.1141446
-1.56137,-0.1204278
-1.56347,-0.1246166
-1.56347,-0.1308996
-1.55404,-0.13823
-1.54671,-0.13823
-1.54357,-0.1361356
-1.53938,-0.1319468
-1.53833,-0.1288052
-1.5331,-0.1225222
-1.5331,-0.1183334
-1.53729,-0.1141446
-1.53729,-0.1120502
-1.54147,-0.105767
-1.54147,-0.0994838
-1.52891,-0.0984366
-1.52263,-0.1036726
-1.52263,-0.1078614
-1.52158,-0.1089086
-1.52158,-0.1130974
-1.52053,-0.1141446
-1.52053,-0.116239
-1.51529,-0.121475
-1.51529,-0.1246166
-1.51739,-0.1298524
-1.52891,-0.1308996
-1.53205,-0.132994
-1.5331,-0.1350884
-1.5331,-0.143466
-1.531,-0.1455604
-1.51425,-0.1466076
-1.51111,-0.1507964
-1.50482,-0.1549852
-1.48283,-0.1581268
-1.47131,-0.1706932
-1.46608,-0.1738348
-1.44409,-0.1738348
-1.44199,-0.1717404
-1.44199,-0.169646
-1.4399,-0.1665044
-1.4399,-0.1633628
-1.4378,-0.159174
-1.4378,-0.1549852
-1.43676,-0.1528908
-1.42942,-0.1424188
-1.42209,-0.1350884
-1.42209,-0.1277582
-1.41895,-0.1246166
-1.41267,-0.1246166
-1.41162,-0.126711
-1.41372,-0.1288052
-1.41581,-0.132994
-1.41581,-0.1361356
-1.41686,-0.1371828
-1.41686,-0.1424188
-1.41791,-0.143466
-1.41791,-0.1528908
-1.42314,-0.1581268
-1.42419,-0.1612684
-1.42628,-0.1633628
-1.42628,-0.1706932
-1.42105,-0.1769764
-1.41791,-0.1790708
-1.41162,-0.180118
-1.40429,-0.185354
-1.39591,-0.1843068
-1.39173,-0.1769764
-1.39173,-0.1717404
-1.39382,-0.1675516
-1.39382,-0.1633628
-1.39591,-0.1602212
-1.39591,-0.1549852
-1.39068,-0.148702
-1.38649,-0.1476548
-1.3844,-0.1507964
-1.3844,-0.1612684
-1.38858,-0.1675516
-1.38858,-0.1864012
-1.38335,-0.1947788
-1.37183,-0.1947788
-1.3645,-0.1874484
-1.35612,-0.1843068
-1.35193,-0.1811652
-1.35193,-0.1790708
-1.3446,-0.1727876
-1.3446,-0.1706932
-1.34355,-0.169646
-1.34355,-0.16441
-1.34146,-0.1602212
-1.33832,-0.1581268
-1.33727,-0.1528908
-1.33413,-0.1497492
-1.33413,-0.1476548
-1.33308,-0.1466076
-1.33308,-0.1403244
-1.34041,-0.1319468
-1.3446,-0.1298524
-1.34984,-0.1246166
-1.34984,-0.1225222
-1.35193,-0.1193806
-1.35193,-0.1068142
-1.35088,-0.105767
-1.35088,-0.1015782
-1.34984,-0.100531
-1.34984,-0.0984366
-1.35822,-0.0911062
-1.36136,-0.0858702
-1.36136,-0.0837758
-1.36345,-0.0806342
-1.36345,-0.069115
-1.3645,-0.0670206
-1.38754,-0.0439822
-1.39487,-0.0408408
-1.39906,-0.036652
-1.39906,-0.0251328
-1.40324,-0.0219912
-1.41162,-0.020944
-1.41895,-0.01361356
-1.42314,-0.00733038
-1.42314,-0.0041888
-1.42524,0
-1.42524,0.00733038
-1.42314,0.01047198
-1.42314,0.01256638
-1.42733,0.01675516
-1.42733,0.0303688
-1.42524,0.0324632
-1.41895,0.0335104
-1.41267,0.041888
-1.39487,0.0460766
-1.3844,0.0460766
-1.37183,0.0502654
-1.37078,0.0492182
-1.37602,0.0450294
-1.37602,0.041888
-1.3645,0.0376992
-1.36764,0.0345576
-1.36764,0.0282744
-1.3624,0.01780236
-1.35926,0.01780236
-1.35507,0.0219912
-1.3446,0.02618
-1.34251,0.0282744
-1.31842,0.0282744
-1.31319,0.0251328
-1.31423,0.0230384
-1.33727,0.01151918
-1.34879,0
-1.36345,-0.0041888
-1.37183,-0.01256638
-1.37497,-0.01884956
-1.37497,-0.0219912
-1.3823,-0.0293216
-1.3823,-0.0324632
-1.37706,-0.0387464
-1.36973,-0.0439822
-1.36555,-0.0450294
-1.35926,-0.0513126
-1.35926,-0.053407
-1.35822,-0.0544542
-1.35822,-0.0617846
-1.34041,-0.0764454
-1.33204,-0.079587
-1.3247,-0.084823
-1.31004,-0.084823
-1.3069,-0.0827286
-1.29748,-0.0827286
-1.29538,-0.084823
-1.2891,-0.0869174
-1.28596,-0.0911062
-1.27863,-0.0932006
-1.2713,-0.0984366
-1.26711,-0.0984366
-1.26501,-0.0963422
-1.2535,-0.0932006
-1.24512,-0.0932006
-1.23883,-0.0973894
-1.21789,-0.0973894
-1.20742,-0.1015782
-1.18752,-0.1015782
-1.18647,-0.100531
-1.18647,-0.0879646
-1.18857,-0.0858702
-1.18857,-0.0837758
-1.19066,-0.0806342
-1.19066,-0.0628318
-1.19276,-0.0607374
-1.19381,-0.0565486
-1.1959,-0.0544542
-1.2137,-0.0544542
-1.21789,-0.0492182
-1.21789,-0.0450294
-1.21056,-0.036652
-1.20323,-0.036652
-1.19904,-0.0387464
-1.18333,-0.0387464
-1.176,-0.0408408
-1.17181,-0.0439822
-1.15296,-0.0450294
-1.15296,-0.053407
-1.15611,-0.0596902
-1.1582,-0.0617846
-1.17077,-0.0617846
-1.17286,-0.063879
-1.17705,-0.074351
-1.17705,-0.0816814
-1.17496,-0.084823
-1.17496,-0.0869174
-1.17181,-0.0911062
-1.17181,-0.0963422
-1.16972,-0.0984366
-1.16029,-0.0984366
-1.14878,-0.0942478
-1.12783,-0.0942478
-1.12574,-0.0921534
-1.12364,-0.0921534
-1.11736,-0.0858702
-1.07652,-0.0869174
-1.07128,-0.0816814
-1.06081,-0.0764454
-1.05662,-0.0764454
-1.05348,-0.0806342
-1.04301,-0.0806342
-1.03673,-0.0764454
-1.02521,-0.0733038
-1.02102,-0.069115
-1.01683,-0.0617846
-1.01369,-0.0596902
-1.01369,-0.053407
-1.01159,-0.0502654
-1.00217,-0.0450294
-1.00007,-0.042935
-1.00007,-0.0387464
-1.01055,-0.0324632
-1.0294,-0.0324632
-1.04091,-0.0251328
-1.04301,-0.0219912
-1.06291,-0.01675516
-1.065,-0.01466076
-1.065,-0.01256638
-1.06605,-0.01151918
-1.06605,-0.00733038
-1.06709,-0.00628318
-1.06709,-0.0041888
-1.06919,-0.0020944
-1.07024,0.0031416
-1.07442,0.00837758
-1.07757,0.00837758
-1.0849,0.01256638
-1.09956,0.01256638
-1.10375,0.01047198
-1.12783,0.01047198
-1.13097,0.00837758
-1.14145,0.00628318
-1.17705,0.00733038
-1.1781,0.00942478
-1.17391,0.01361356
-1.17286,0.01884956
-1.18229,0.0240856
-1.1959,0.0251328
-1.20951,0.0240856
-1.2137,0.01989676
-1.2137,0.01570796
-1.2158,0.01151918
-1.2158,0.00837758
-1.21789,0.00523598
-1.24198,0.0020944
-1.2535,-0.0041888
-1.26816,-0.00942478
-1.2692,-0.00837758
-1.2692,-0.0031416
-1.2713,-0.001047198
-1.27863,0.001047198
-1.27863,0.0031416
-1.27758,0.0041888
-1.27758,0.01151918
-1.28282,0.01780236
-1.28282,0.020944
-1.27339,0.0303688
-1.27235,0.0345576
-1.27863,0.0397936
-1.28596,0.042935
-1.29224,0.0492182
-1.29224,0.0513126
-1.2891,0.053407
-1.27863,0.053407
-1.27444,0.0513126
-1.27025,0.0513126
-1.26711,0.048171
-1.26187,0.0471238
-1.24826,0.036652
-1.22313,0.036652
-1.21789,0.0397936
-1.21789,0.0596902
-1.2137,0.063879
-1.21056,0.0607374
-1.20847,0.0565486
-1.20847,0.0502654
-1.20742,0.048171
-1.20218,0.042935
-1.18543,0.041888
-1.176,0.0460766
-1.17181,0.0460766
-1.16763,0.0502654
-1.16763,0.058643
-1.16972,0.0607374
-1.16763,0.0628318
-1.14982,0.063879
-1.14459,0.0596902
-1.14354,0.0565486
-1.14145,0.0544542
-1.13411,0.0502654
-1.12993,0.0450294
-1.11945,0.0450294
-1.11212,0.0502654
-1.11212,0.0523598
-1.11317,0.053407
-1.11317,0.058643
-1.11108,0.0617846
-1.1027,0.069115
-1.09537,0.069115
-1.09327,0.0670206
-1.09327,0.0555014
-1.09746,0.048171
-1.1006,0.0460766
-1.1006,0.0408408
-1.09956,0.0387464
-1.09223,0.0324632
-1.07442,0.031416
-1.07128,0.0376992
-1.07128,0.053407
-1.065,0.0607374
-1.065,0.0670206
-1.06814,0.0733038
-1.06814,0.0785398
-1.06081,0.0837758
-1.04615,0.0869174
-1.0451,0.0858702
-1.04615,0.0837758
-1.04615,0.0774926
-1.04406,0.0753982
-1.03358,0.074351
-1.03463,0.069115
-1.03882,0.0617846
-1.03882,0.0565486
-1.03777,0.0544542
-1.02521,0.0523598
-1.02521,0.0335104
-1.03149,0.0282744
-1.03149,0.01989676
-1.02835,0.01675516
-1.0095,0.01151918
-1.01788,0.00837758
-1.03882,0.00837758
-1.04406,0.01256638
-1.04824,0.01256638
-1.05034,0.01047198
-1.05034,0.0020944
-1.04615,-0.0020944
-1.03777,-0.0041888
-1.0273,-0.01047198
-1.00217,-0.01151918
-0.992743,-0.01884956
-0.988554,-0.01884956
-0.985413,-0.01570796
-0.985413,-0.01361356
-0.983319,-0.01047198
-0.983319,-0.00628318
-0.982271,-0.00523598
-0.982271,0.00733038
-0.969705,0.00942478
-0.959233,0.01884956
-0.95295,0.0272272
-0.945619,0.0282744
-0.942478,0.0303688
-0.922581,0.0293216
-0.918392,0.0324632
-0.915251,0.0324632
-0.914203,0.031416
-0.914203,0.0293216
-0.915251,0.0282744
-0.915251,0.0219912
-0.913156,0.01989676
-0.901637,0.01466076
-0.898495,0.01047198
-0.89326,0.01047198
-0.886976,0.01570796
-0.886976,0.0230384
-0.888024,0.0240856
-0.888024,0.0335104
-0.886976,0.0345576
-0.884882,0.0324632
-0.879646,0.031416
-0.879646,0.0282744
-0.875457,0.01989676
-0.86708,0.01361356
-0.857655,0.01361356
-0.85556,0.01570796
-0.841947,0.01884956
-0.839852,0.020944
-0.839852,0.0293216
-0.847183,0.0439822
-0.847183,0.0513126
-0.839852,0.0544542
-0.828333,0.0544542
-0.827286,0.053407
-0.827286,0.0408408
-0.818908,0.0376992
-0.813672,0.0376992
-0.806342,0.031416
-0.786445,0.0293216
-0.784351,0.031416
-0.784351,0.0335104
-0.781209,0.036652
-0.767596,0.0387464
-0.761313,0.0376992
